Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,midday,Traffic Situation
0.9361702127659576,0.3,5,0.04571428571428572,0.02857142857142857,0.04,0.4,0.07751937984496124,0,3
0.9574468085106383,0.3,5,0.051428571428571435,0.014285714285714285,0.02,0.6,0.12015503875968991,0,3
0.9787234042553191,0.3,5,0.02857142857142857,0.02857142857142857,0.04,0.5333333333333333,0.09689922480620153,0,3
1.0000000000000002,0.3,5,0.02857142857142857,0.02857142857142857,0.04,0.6,0.1124031007751938,0,3
0.0,0.3,5,0.034285714285714294,0.02857142857142857,0.02,0.5666666666666667,0.10465116279069767,0,3
0.021276595744680854,0.3,5,0.05714285714285715,0.014285714285714285,0.02,0.65,0.13565891472868216,0,3
0.04255319148936172,0.3,5,0.051428571428571435,0.02857142857142857,0.04,0.45,0.09302325581395349,0,3
0.06382978723404255,0.3,5,0.04571428571428572,0.02857142857142857,0.02,0.3333333333333333,0.05813953488372092,0,3
0.0851063829787234,0.3,5,0.01142857142857143,0.0,0.0,0.43333333333333335,0.046511627906976744,0,3
0.10638297872340426,0.3,5,0.04571428571428572,0.0,0.0,0.5666666666666667,0.1007751937984496,0,3
0.12765957446808512,0.3,5,0.05714285714285715,0.02857142857142857,0.0,0.6333333333333333,0.1317829457364341,0,3
0.14893617021276595,0.3,5,0.0,0.02857142857142857,0.0,0.6166666666666667,0.08914728682170542,0,3
0.17021276595744683,0.3,5,0.022857142857142857,0.014285714285714285,0.0,0.5666666666666667,0.08914728682170542,0,3
0.19148936170212766,0.3,5,0.017142857142857144,0.0,0.04,0.5833333333333334,0.09302325581395349,0,3
0.21276595744680848,0.3,5,0.01142857142857143,0.0,0.0,0.5666666666666667,0.07751937984496124,0,3
0.23404255319148937,0.3,5,0.02857142857142857,0.014285714285714285,0.04,0.6333333333333333,0.11627906976744184,0,3
0.2553191489361702,0.3,5,0.44,0.09999999999999999,0.06,0.16666666666666666,0.313953488372093,0,2
0.2765957446808511,0.3,5,0.3771428571428571,0.04285714285714286,0.0,0.5,0.32170542635658916,0,3
0.2978723404255319,0.3,5,0.48,0.14285714285714285,0.04,0.16666666666666666,0.34883720930232553,0,2
0.3191489361702128,0.3,5,0.4114285714285714,0.04285714285714286,0.0,0.3,0.29844961240310075,0,2
0.3404255319148936,0.3,5,0.48571428571428565,0.02857142857142857,0.0,0.36666666666666664,0.36046511627906974,0,3
0.3617021276595745,0.3,5,0.4514285714285714,0.014285714285714285,0.14,0.3833333333333333,0.3643410852713178,0,3
0.3829787234042553,0.3,5,0.4742857142857143,0.11428571428571428,0.12,0.16666666666666666,0.3527131782945736,0,3
0.4042553191489362,0.3,5,0.5257142857142857,0.3857142857142857,0.3,0.13333333333333333,0.4883720930232558,0,3
0.4255319148936171,0.3,5,0.5828571428571429,0.14285714285714285,0.48,0.18333333333333332,0.507751937984496,0,3
0.44680851063829785,0.3,5,0.44,0.37142857142857144,0.22,0.08333333333333333,0.3992248062015503,0,3
0.46808510638297873,0.3,5,0.5028571428571429,0.22857142857142856,0.48,0.16666666666666666,0.4728682170542635,0,3
0.4893617021276596,0.3,5,0.7028571428571428,0.2571428571428571,0.28,0.1,0.562015503875969,0,3
0.5106382978723404,0.3,5,0.6,0.2714285714285714,0.24,0.23333333333333334,0.5193798449612402,0,3
0.5319148936170213,0.3,5,0.6685714285714286,0.18571428571428572,0.2,0.08333333333333333,0.5,0,3
0.5531914893617021,0.3,5,0.4971428571428571,0.19999999999999998,0.32,0.2,0.437984496124031,0,3
0.574468085106383,0.3,5,0.7885714285714286,0.42857142857142855,0.34,0.2,0.7015503875968991,0,0
0.5957446808510638,0.3,5,0.7371428571428571,0.2571428571428571,0.42,0.18333333333333332,0.631782945736434,0,0
0.6170212765957447,0.3,5,0.7371428571428571,0.42857142857142855,0.3,0.23333333333333334,0.6666666666666666,0,0
0.6382978723404256,0.3,5,0.6514285714285715,0.18571428571428572,0.28,0.21666666666666667,0.5348837209302325,0,3
